PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN14,FGM14,FGA14,FG_PCT14,FG3M14,FG3A14,FG3_PCT14,FTM14,FTA14,FT_PCT14,OREB14,DREB14,REB14,AST14,TOV14,STL14,BLK14,BLKA14,PF14,PFD14,PTS14,PLUS_MINUS14,DD2,TD3,CFID,CFPARAMS
708,Kevin Garnett,1610612750,MIN,39,47,20,27,0.426,20.3,3,6.5,0.467,0,0.1,0.143,0.8,1,0.8,1,5.6,6.6,1.6,1,1,0.4,0.1,2.3,1.3,6.9,-0.4,3,0,5,"7,081,610,612,750"
977,Kobe Bryant,1610612747,LAL,36,35,10,25,0.286,34.5,7.6,20.4,0.373,1.5,5.3,0.293,5.6,6.9,0.813,0.7,4.9,5.7,5.6,3.7,1.3,0.2,0.8,1.9,5.1,22.3,-8.4,4,2,5,"9,771,610,612,747"
1495,Tim Duncan,1610612759,SAS,39,77,53,24,0.688,28.9,5.4,10.6,0.512,0,0.1,0.286,3,4,0.74,2.2,6.9,9.1,3,1.7,0.8,2,0.9,2.1,3.1,13.9,4,33,1,5,"14,951,610,612,759"
1713,Vince Carter,1610612763,MEM,38,66,45,21,0.682,16.5,2,6.2,0.333,1,3.5,0.297,0.7,0.9,0.789,0.4,1.6,2,1.2,0.7,0.7,0.2,0.2,1.5,1.1,5.8,0.5,0,0,5,"17,131,610,612,763"
1717,Dirk Nowitzki,1610612742,DAL,37,77,47,30,0.61,29.6,6.3,13.8,0.459,1.4,3.6,0.38,3.3,3.8,0.882,0.6,5.4,5.9,1.9,1.1,0.5,0.4,0.3,2.1,3.9,17.3,3.1,6,0,5,"17,171,610,612,742"
1718,Paul Pierce,1610612764,WAS,37,73,40,33,0.548,26.2,4,9,0.447,1.6,4.2,0.389,2.2,2.9,0.781,0.6,3.4,4,2,1.3,0.6,0.3,0.4,2.2,2.3,11.9,2.2,2,0,5,"17,181,610,612,764"
1737,Nazr Mohammed,1610612741,CHI,37,23,13,10,0.565,5.6,0.6,1.3,0.433,0,0,0,0,0.1,0.333,0.5,1.2,1.7,0.1,0.3,0.2,0.2,0.1,0.7,0.1,1.2,0.4,0,0,5,"17,371,610,612,741"
1882,Elton Brand,1610612737,ATL,36,36,25,11,0.694,13.5,1.2,2.6,0.442,0,0,0,0.3,0.6,0.522,0.8,2,2.8,0.6,0.5,0.5,0.7,0.1,1.5,1,2.7,0.1,0,0,5,"18,821,610,612,737"
1889,Andre Miller,1610612758,SAC,39,81,44,37,0.543,15.5,1.8,3.6,0.5,0.1,0.4,0.206,0.7,1,0.753,0.5,1.4,1.9,3.5,1.3,0.4,0.1,0.4,1.3,1.1,4.4,-1.6,1,0,5,"18,891,610,612,758"
1890,Shawn Marion,1610612739,CLE,37,57,36,21,0.632,19.3,2.1,4.7,0.446,0.2,0.8,0.261,0.5,0.6,0.765,1.1,2.4,3.5,0.9,0.6,0.5,0.5,0.4,1,0.5,4.8,0.9,0,0,5,"18,901,610,612,739"
1891,Jason Terry,1610612745,HOU,37,77,53,24,0.688,21.3,2.4,5.8,0.422,1.6,4.2,0.39,0.5,0.6,0.813,0.2,1.4,1.6,1.9,1,0.9,0.2,0.1,1.5,0.4,7,1.8,0,0,5,"18,911,610,612,745"
1905,Andrei Kirilenko,1610612751,BKN,34,7,3,4,0.429,5.2,0,0.7,0,0,0,0,0.4,0.6,0.75,0.3,0.9,1.1,0.1,0.1,0.1,0,0.3,0.1,0.3,0.4,-4,0,0,5,"19,051,610,612,751"
1938,Manu Ginobili,1610612759,SAS,37,70,47,23,0.671,22.7,3.6,8.4,0.426,1.3,3.7,0.345,2.1,2.9,0.721,0.4,2.6,3,4.2,2.2,1,0.3,0.5,2,3.2,10.5,4.5,3,0,5,"19,381,610,612,759"
2030,Kenyon Martin,1610612749,MIL,37,11,7,4,0.636,9.5,0.8,2,0.409,0,0,0,0.2,0.2,1,0.5,1.2,1.7,0.5,0.3,0.5,0.5,0.3,1.2,0.1,1.8,-0.8,0,0,5,"20,301,610,612,749"
2034,Mike Miller,1610612739,CLE,35,52,31,21,0.596,13.5,0.7,2.2,0.325,0.6,1.9,0.327,0.1,0.1,0.75,0.1,1.7,1.8,0.9,0.4,0.3,0.1,0.1,1.4,0.1,2.1,-1.4,0,0,5,"20,341,610,612,739"
2037,Jamal Crawford,1610612746,LAC,35,64,44,20,0.688,26.6,5.2,13.1,0.396,1.9,5.7,0.327,3.5,3.9,0.901,0.3,1.7,1.9,2.5,1.4,0.9,0.2,0.3,1.7,2.6,15.8,1.3,0,0,5,"20,371,610,612,746"
2045,Hedo Turkoglu,1610612746,LAC,36,62,42,20,0.677,11.4,1.3,3,0.441,1,2.2,0.432,0.1,0.2,0.545,0.1,1.5,1.6,0.6,0.5,0.3,0.1,0,1.1,0.3,3.7,0.2,0,0,5,"20,451,610,612,746"
2199,Tyson Chandler,1610612742,DAL,32,75,47,28,0.627,30.5,3.9,5.9,0.666,0,0,0,2.5,3.4,0.72,3.9,7.6,11.5,1.1,1.4,0.6,1.2,0.4,2.3,3.3,10.3,3.1,31,0,5,"21,991,610,612,742"
2200,Pau Gasol,1610612741,CHI,34,78,48,30,0.615,34.4,7.3,14.8,0.494,0.2,0.3,0.462,3.8,4.7,0.803,2.8,9,11.8,2.7,2,0.3,1.9,0.8,1.9,4.2,18.5,2.4,54,0,5,"22,001,610,612,741"
2202,Jason Richardson,1610612755,PHI,34,19,4,15,0.211,21.9,3.3,9.4,0.348,1.6,5.1,0.323,0.9,1.2,0.773,0.7,2.8,3.5,2,0.8,0.7,0.2,0.1,1.5,1.2,9.1,-3.7,0,0,5,"22,021,610,612,755"
2207,Joe Johnson,1610612751,BKN,34,80,38,42,0.475,34.9,5.6,12.8,0.435,1.5,4.2,0.359,1.8,2.2,0.801,0.7,4.1,4.8,3.7,1.7,0.7,0.2,0.3,1.5,2.2,14.4,-1.5,3,0,5,"22,071,610,612,751"
2210,Richard Jefferson,1610612742,DAL,35,74,46,28,0.622,16.8,1.9,4.4,0.444,0.9,2.1,0.426,1.1,1.5,0.684,0.3,2.1,2.5,0.8,0.7,0.4,0.1,0.3,1.6,1.3,5.8,0.2,2,0,5,"22,101,610,612,742"
2216,Zach Randolph,1610612763,MEM,33,71,51,20,0.718,32.4,6.4,13.1,0.487,0.1,0.3,0.35,3.2,4.2,0.765,3.2,7.4,10.5,2.2,2.2,1,0.2,1.2,2.5,4.1,16.1,4.8,38,0,5,"22,161,610,612,763"
2217,Brendan Haywood,1610612739,CLE,35,22,14,8,0.636,5.4,0.6,1.4,0.467,0,0,0,0.3,0.6,0.538,0.3,1,1.3,0.1,0.5,0.1,0.5,0.1,0.8,0.5,1.6,-2.3,0,0,5,"22,171,610,612,739"
2222,Gerald Wallace,1610612738,BOS,32,32,15,17,0.469,8.9,0.4,1.1,0.412,0,0.1,0.333,0.2,0.5,0.4,0.5,1.3,1.8,0.3,0.6,0.5,0.1,0.2,0.6,0.7,1.1,0.9,0,0,5,"22,221,610,612,738"
2223,Samuel Dalembert,1610612752,NYK,34,32,5,27,0.156,17,1.8,4.1,0.438,0,0,0,0.4,0.6,0.7,1.7,3.6,5.3,0.9,1.2,0.4,1.3,0.2,2.2,0.9,4,-5.4,1,0,5,"22,231,610,612,752"
2225,Tony Parker,1610612759,SAS,33,68,48,20,0.706,28.7,5.9,12.2,0.486,0.6,1.3,0.427,1.9,2.4,0.783,0.2,1.7,1.9,4.9,2.1,0.6,0,0.7,1.6,2.2,14.4,2.9,1,0,5,"22,251,610,612,759"
2365,Chris Andersen,1610612748,MIA,36,60,27,33,0.45,18.9,2,3.5,0.58,0.1,0.2,0.308,1.3,1.9,0.667,1.3,3.7,5,0.7,0.7,0.4,1,0.4,1.5,1.8,5.3,-0.1,1,0,5,"23,651,610,612,748"
2399,Mike Dunleavy,1610612741,CHI,34,63,41,22,0.651,29.2,3.3,7.6,0.435,1.7,4.2,0.407,1.1,1.4,0.805,0.4,3.5,3.9,1.8,1,0.6,0.3,0.2,2,1.2,9.4,3.3,0,0,5,"23,991,610,612,741"
2400,Drew Gooden,1610612764,WAS,33,51,31,20,0.608,16.9,2.2,5.4,0.399,0.5,1.2,0.39,0.7,0.9,0.773,1.4,3,4.4,1,0.5,0.4,0.2,0.3,1.8,1.1,5.4,0,2,0,5,"24,001,610,612,764"
2403,Nene,1610612764,WAS,32,67,37,30,0.552,25.3,4.6,9,0.511,0,0.1,0.2,1.8,3,0.604,1.3,3.9,5.1,1.8,1.9,1,0.3,0.6,2.7,3.3,11,2.5,2,0,5,"24,031,610,612,764"
2405,Amar'e Stoudemire,1610612742,DAL,32,59,19,40,0.322,21.1,4.6,8.3,0.557,0,0.1,0,2.3,3.2,0.72,1.9,3.7,5.6,0.8,1.3,0.5,0.6,0.7,2.7,3.2,11.5,-1,4,0,5,"24,051,610,612,742"
2406,Caron Butler,1610612765,DET,35,78,30,48,0.385,20.8,2.1,5.1,0.407,1.1,2.8,0.379,0.7,0.8,0.902,0.3,2.2,2.5,1,0.6,0.6,0.1,0.1,1.5,0.6,5.9,-0.3,0,0,5,"24,061,610,612,765"
2419,Tayshaun Prince,1610612765,DET,35,58,27,31,0.466,24.1,3.1,6.9,0.44,0.5,1.2,0.463,0.8,1.1,0.754,0.9,2.7,3.6,1.6,0.6,0.5,0.3,0.2,0.9,1,7.5,-2.2,0,0,5,"24,191,610,612,765"
2422,John Salmons,1610612740,NOP,35,21,9,12,0.429,12.8,0.8,2.3,0.333,0.4,1.2,0.308,0.1,0.2,0.5,0.2,0.8,1,0.6,0.2,0.4,0.2,0,1.2,0.2,2,-3,0,0,5,"24,221,610,612,740"
2430,Carlos Boozer,1610612747,LAL,33,71,18,53,0.254,23.8,5.2,10.5,0.499,0,0,0,1.3,2.1,0.627,1.6,5.2,6.8,1.3,1.3,0.6,0.2,0.9,2.6,1.5,11.8,-4.5,10,0,5,"24,301,610,612,747"
2440,Matt Barnes,1610612746,LAC,35,76,51,25,0.671,29.9,3.6,8.2,0.444,1.8,4.9,0.362,1,1.3,0.779,0.7,3.3,4,1.5,1.1,0.9,0.7,0.4,3.2,1.2,10.1,7,1,0,5,"24,401,610,612,746"
2446,Rasual Butler,1610612764,WAS,36,75,39,36,0.52,20.1,2.9,6.9,0.422,1.2,3.1,0.387,0.7,0.9,0.791,0.4,2.3,2.6,0.8,0.6,0.4,0.3,0.2,1.3,0.7,7.7,-0.7,0,0,5,"24,461,610,612,764"
2449,Luis Scola,1610612754,IND,35,81,37,44,0.457,20.5,3.7,7.9,0.467,0.1,0.2,0.25,2,2.8,0.699,1.7,4.8,6.5,1.3,1.2,0.6,0.2,0.6,2.4,2.7,9.4,0.5,9,0,5,"24,491,610,612,754"
2457,Jannero Pargo,1610612766,CHA,35,9,2,7,0.222,8.1,1.7,3.9,0.429,1,2.4,0.409,0.2,0.2,1,0,0.3,0.3,0.9,0.3,0,0,0.1,0.9,0.6,4.6,-0.1,0,0,5,"24,571,610,612,766"
2501,Reggie Evans,1610612758,SAC,35,47,16,31,0.34,16.3,1.2,2.9,0.423,0,0,0,1.3,2.1,0.619,2.1,4.3,6.4,0.7,1,0.5,0.1,0.7,1.9,1.7,3.7,-0.9,2,0,5,"25,011,610,612,758"
2544,LeBron James,1610612739,CLE,30,69,50,19,0.725,36.1,9,18.5,0.488,1.7,4.9,0.354,5.4,7.7,0.71,0.7,5.3,6,7.4,3.9,1.6,0.7,0.7,2,6,25.3,7.8,22,2,5,"25,441,610,612,739"
2546,Carmelo Anthony,1610612752,NYK,31,40,10,30,0.25,35.7,9,20.2,0.444,1.5,4.5,0.341,4.7,5.9,0.797,1.8,4.8,6.6,3.1,2.2,1,0.4,0.9,2.2,5.1,24.2,-2.7,5,0,5,"25,461,610,612,752"
2547,Chris Bosh,1610612748,MIA,31,44,19,25,0.432,35.4,7.8,16.9,0.46,1.4,3.8,0.375,4.1,5.3,0.772,1,6,7,2.2,2.2,0.9,0.6,0.7,1.6,3.5,21.1,-2.3,7,0,5,"25,471,610,612,748"
2548,Dwyane Wade,1610612748,MIA,33,62,28,34,0.452,31.8,8.2,17.5,0.47,0.5,1.6,0.284,4.6,6,0.768,0.9,2.6,3.5,4.8,3.4,1.2,0.3,0.7,1.7,4.1,21.5,-0.9,3,0,5,"25,481,610,612,748"
2549,Chris Kaman,1610612757,POR,33,74,47,27,0.635,18.9,3.8,7.4,0.515,0,0,0,1,1.4,0.706,2,4.5,6.5,0.9,1.5,0.2,0.7,0.5,1.9,1.3,8.6,-0.1,4,0,5,"25,491,610,612,757"
2550,Kirk Hinrich,1610612741,CHI,34,66,37,29,0.561,24.4,2.2,5.8,0.373,0.9,2.5,0.345,0.5,0.8,0.7,0.3,1.5,1.8,2.2,1.1,0.7,0.2,0.4,2.2,1,5.7,0.6,0,0,5,"25,501,610,612,741"
2555,Nick Collison,1610612760,OKC,34,66,38,28,0.576,16.7,1.6,3.8,0.419,0.2,0.9,0.267,0.7,1,0.692,1.4,2.4,3.8,1.4,0.7,0.5,0.4,0.2,2.4,1.2,4.1,1.3,0,0,5,"25,551,610,612,760"
2557,Luke Ridnour,1610612753,ORL,34,47,13,34,0.277,14.5,1.6,3.7,0.426,0.4,1.3,0.317,0.4,0.4,0.857,0.2,1.3,1.4,2,0.8,0.4,0.1,0.1,1.4,1,4,-2.7,0,0,5,"25,571,610,612,753"
2561,David West,1610612754,IND,34,66,32,34,0.485,28.7,4.9,10.4,0.471,0.1,0.3,0.2,1.8,2.4,0.739,1.6,5.2,6.8,3.4,1.8,0.7,0.7,0.4,2.4,2.3,11.7,-0.3,7,0,5,"25,611,610,612,754"
2563,Dahntay Jones,1610612746,LAC,34,33,23,10,0.697,3.7,0.2,0.6,0.286,0,0.1,0,0.3,0.3,0.818,0,0.3,0.3,0.1,0,0.1,0,0,0.7,0.3,0.6,-2.5,0,0,5,"25,631,610,612,746"
2564,Boris Diaw,1610612759,SAS,33,81,55,26,0.679,24.5,3.6,7.8,0.46,0.7,2.1,0.32,0.9,1.1,0.774,1,3.3,4.3,2.9,1.6,0.4,0.3,0.3,1.8,1.3,8.7,3.6,1,0,5,"25,641,610,612,759"
2570,Kendrick Perkins,1610612739,CLE,30,68,38,30,0.559,16.9,1.5,3.3,0.449,0,0,0,0.6,1.2,0.506,1.3,3.4,4.7,0.8,1.4,0.2,0.6,0.4,2.4,1.2,3.6,0.3,0,0,5,"25,701,610,612,739"
2571,Leandro Barbosa,1610612744,GSW,32,66,54,12,0.818,14.9,2.8,5.8,0.474,0.7,1.7,0.384,0.9,1.1,0.784,0.3,1,1.4,1.5,0.7,0.6,0.1,0.2,1.3,0.9,7.1,-0.1,0,0,5,"25,711,610,612,744"
2581,Steve Blake,1610612757,POR,35,81,51,30,0.63,18.9,1.5,4,0.373,1,2.7,0.352,0.4,0.5,0.707,0.2,1.5,1.7,3.6,1.3,0.5,0.1,0.1,1.5,1,4.3,1.4,0,0,5,"25,811,610,612,757"
2584,Willie Green,1610612753,ORL,33,52,15,37,0.288,18.3,2.3,5.9,0.386,0.8,2.3,0.347,0.5,0.7,0.824,0.3,1.3,1.5,1.3,0.9,0.5,0.1,0.2,1.6,0.8,5.9,-1.7,0,0,5,"25,841,610,612,753"
2585,Zaza Pachulia,1610612749,MIL,31,73,34,39,0.466,23.7,3.3,7.2,0.454,0,0,0,1.7,2.2,0.788,2.7,4.2,6.8,2.4,1.8,1.1,0.3,0.5,2.3,2.2,8.3,3.6,15,0,5,"25,851,610,612,749"
2588,Matt Bonner,1610612759,SAS,35,72,49,23,0.681,13,1.3,3.2,0.409,0.6,1.8,0.365,0.4,0.5,0.811,0.4,1.2,1.6,0.7,0.2,0.1,0.2,0.1,0.9,0.3,3.7,0.5,0,0,5,"25,881,610,612,759"
2590,Mo Williams,1610612766,CHA,32,68,20,48,0.294,29.1,5,12.6,0.397,1.8,5.1,0.342,2.4,2.8,0.872,0.3,2.2,2.6,6.2,2.5,0.7,0.2,0.3,2.4,2.1,14.2,-1.5,13,0,5,"25,901,610,612,766"
2592,James Jones,1610612739,CLE,34,57,35,22,0.614,11.7,1.3,3.5,0.368,1.1,3.1,0.36,0.7,0.8,0.848,0.2,0.9,1.1,0.4,0.2,0.2,0.1,0.1,1.2,0.7,4.4,-1.9,0,0,5,"25,921,610,612,739"
2594,Kyle Korver,1610612737,ATL,34,75,58,17,0.773,32.2,3.9,8,0.487,2.9,6,0.492,1.4,1.6,0.898,0.2,3.9,4.1,2.6,1.4,0.7,0.6,0.2,1.9,1.6,12.1,8.3,1,0,5,"25,941,610,612,737"
2617,Udonis Haslem,1610612748,MIA,35,62,31,31,0.5,16,1.7,3.9,0.448,0,0.2,0.2,0.7,1,0.703,1.1,3,4.2,0.7,0.7,0.3,0.2,0.4,1.8,1.2,4.2,-2.5,3,0,5,"26,171,610,612,748"
2730,Dwight Howard,1610612745,HOU,29,41,29,12,0.707,29.8,6.1,10.3,0.593,0,0,0.5,3.5,6.6,0.528,2.7,7.8,10.5,1.2,2.8,0.7,1.3,0.9,3.3,5.6,15.8,5.2,23,0,5,"27,301,610,612,745"
2732,Ben Gordon,1610612753,ORL,32,56,17,39,0.304,14.1,2.3,5.3,0.437,0.6,1.7,0.361,1,1.2,0.836,0.1,1,1.1,0.9,1,0.3,0,0.3,1.1,1.2,6.2,-2.4,0,0,5,"27,321,610,612,753"
2733,Shaun Livingston,1610612744,GSW,29,78,64,14,0.821,18.8,2.5,5.1,0.5,0,0,0,0.8,1.2,0.714,0.6,1.8,2.3,3.3,1.3,0.6,0.3,0.2,1.4,1.2,5.9,0.7,1,0,5,"27,331,610,612,744"
2734,Devin Harris,1610612742,DAL,32,76,45,31,0.592,22.2,2.9,6.9,0.418,1.3,3.5,0.357,1.7,2.1,0.815,0.2,1.6,1.8,3.1,1.1,1,0.2,0.3,1.9,2.5,8.8,1.3,0,0,5,"27,341,610,612,742"
2736,Luol Deng,1610612748,MIA,30,72,33,39,0.458,33.6,5.1,10.9,0.469,1.1,3.1,0.355,2.7,3.5,0.761,1.4,3.8,5.2,1.9,1.5,0.9,0.3,0.6,1.5,2.7,14,-0.1,5,0,5,"27,361,610,612,748"
2738,Andre Iguodala,1610612744,GSW,31,77,64,13,0.831,26.9,3,6.4,0.466,1,2.8,0.349,0.9,1.5,0.596,0.6,2.8,3.3,3,1.1,1.2,0.3,0.1,1.3,1.7,7.8,5.7,0,0,5,"27,381,610,612,744"
2742,Sebastian Telfair,1610612760,OKC,30,16,4,12,0.25,20.4,2.9,7.8,0.368,1.1,3.8,0.3,1.5,2.1,0.706,0.1,1.8,1.9,2.8,1.1,0.6,0,0.6,1.8,2.3,8.4,-3.9,0,0,5,"27,421,610,612,760"
2743,Kris Humphries,1610612764,WAS,30,64,37,27,0.578,21,3.3,7,0.473,0,0.1,0,1.4,1.8,0.744,1.8,4.7,6.5,0.9,0.7,0.5,0.4,0.4,2,2,8,-1.4,3,0,5,"27,431,610,612,764"
2744,Al Jefferson,1610612766,CHA,30,65,25,40,0.385,30.6,7.5,15.5,0.481,0,0.1,0.4,1.7,2.5,0.655,1.5,6.9,8.4,1.7,1,0.7,1.3,0.8,2.1,2.1,16.6,-1.8,22,0,5,"27,441,610,612,766"
2746,Josh Smith,1610612745,HOU,29,83,41,42,0.494,27.7,5,11.9,0.419,0.9,2.7,0.316,1.5,3.1,0.498,1.8,4.6,6.4,3.3,2.5,1,1.4,0.6,2.7,2.3,12.4,0.2,15,0,5,"27,461,610,612,745"
2747,J.R. Smith,1610612739,CLE,29,70,38,32,0.543,29.7,4.5,10.8,0.417,2.3,6.1,0.383,0.8,1,0.75,0.4,2.7,3.1,2.8,1.4,1.2,0.3,0.2,2.3,1.1,12.1,2.3,0,0,5,"27,471,610,612,739"
2748,Dorell Wright,1610612757,POR,29,48,28,20,0.583,12.3,1.5,4,0.379,0.9,2.3,0.38,0.7,0.9,0.81,0.3,2,2.3,0.9,0.4,0.4,0.2,0.1,1.1,0.8,4.6,1.6,0,0,5,"27,481,610,612,757"
2749,Jameer Nelson,1610612743,DEN,33,63,25,38,0.397,22.3,3.3,8,0.407,1.4,4.1,0.345,0.4,0.6,0.667,0.5,1.8,2.3,4,1.7,0.7,0.1,0.3,2.2,1.1,8.3,-0.2,0,0,5,"27,491,610,612,743"
2754,Tony Allen,1610612763,MEM,33,63,46,17,0.73,26.2,3.6,7.2,0.495,0.2,0.5,0.345,1.3,2,0.627,1.6,2.8,4.4,1.4,1.4,2,0.5,0.8,2.6,1.5,8.6,4,2,0,5,"27,541,610,612,763"
2755,Kevin Martin,1610612750,MIN,32,39,11,28,0.282,33.4,6.8,16,0.427,1.9,4.9,0.393,4.4,4.9,0.881,0.5,3.2,3.6,2.3,1.9,0.8,0,0.6,1.9,3.2,20,-6.5,0,0,5,"27,551,610,612,750"
2757,Beno Udrih,1610612763,MEM,32,79,55,24,0.696,18.9,3.1,6.4,0.487,0.3,1.2,0.268,1.1,1.3,0.853,0.3,1.6,1.8,2.8,1.1,0.6,0.1,0.3,1.1,1.2,7.7,-0.1,0,0,5,"27,571,610,612,763"
2760,Anderson Varejao,1610612739,CLE,32,26,16,10,0.615,24.4,4.3,7.7,0.555,0,0.1,0,1.3,1.7,0.733,2.2,4.3,6.5,1.3,1.3,0.7,0.6,0.6,2.2,1.8,9.8,0.2,2,0,5,"27,601,610,612,739"
2772,Trevor Ariza,1610612745,HOU,29,82,56,26,0.683,35.7,4.5,11.1,0.402,2.4,6.8,0.35,1.5,1.7,0.853,0.9,4.7,5.6,2.5,1.7,1.9,0.2,0.4,2.3,1.5,12.8,2.9,3,0,5,"27,721,610,612,745"
2853,Earl Barron,1610612756,PHX,33,16,5,11,0.313,8.9,0.8,2.4,0.308,0.1,0.3,0.5,0.4,0.8,0.5,0.9,0.9,1.8,0.3,0.3,0.3,0.1,0.1,1.6,0.7,2,-3.6,0,0,5,"28,531,610,612,756"
101106,Andrew Bogut,1610612744,GSW,30,67,58,9,0.866,23.6,3,5.3,0.563,0,0,0,0.3,0.6,0.524,2.1,6,8.1,2.7,1.6,0.6,1.7,0.3,2.8,1.1,6.3,8,6,0,5,"1,011,061,610,612,740"
