PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN14,FGM14,FGA14,FG_PCT14,FG3M14,FG3A14,FG3_PCT14,FTM14,FTA14,FT_PCT14,OREB14,DREB14,REB14,AST14,TOV14,STL14,BLK14,BLKA14,PF14,PFD14,PTS14,PLUS_MINUS14,DD2,TD3,CFID,CFPARAMS
101107,Marvin Williams,1610612766,CHA,29,78,32,46,0.41,26.1,2.7,6.3,0.424,1.2,3.4,0.358,0.8,1.1,0.713,0.7,4.2,4.9,1.3,0.8,0.9,0.5,0.2,1.9,1,7.4,-2,1,0,5,"1,011,071,610,612,760"
101108,Chris Paul,1610612746,LAC,30,82,56,26,0.683,34.8,6.9,14.3,0.485,1.7,4.3,0.398,3.5,3.9,0.9,0.6,4,4.6,10.2,2.3,1.9,0.2,0.3,2.5,3.6,19.1,9,40,1,5,"1,011,081,610,612,740"
101109,Raymond Felton,1610612742,DAL,31,29,14,15,0.483,9.7,1.5,3.7,0.406,0.3,1.2,0.294,0.4,0.5,0.8,0.1,0.8,0.9,1.4,0.6,0.4,0.1,0.2,0.6,0.6,3.7,-0.7,0,0,5,"1,011,091,610,612,740"
101110,Martell Webster,1610612764,WAS,28,32,12,20,0.375,11,0.8,2.8,0.264,0.3,1.3,0.233,1.5,2,0.75,0.3,1.1,1.4,0.5,0.7,0.2,0,0.1,0.8,1.2,3.3,-4.2,0,0,5,"1,011,101,610,612,760"
101111,Charlie Villanueva,1610612742,DAL,30,64,37,27,0.578,10.6,2.3,5.7,0.414,1.3,3.5,0.376,0.3,0.5,0.571,0.5,1.9,2.3,0.3,0.4,0.2,0.3,0.2,1,0.4,6.3,-0.9,0,0,5,"1,011,111,610,612,740"
101112,Channing Frye,1610612753,ORL,32,75,23,52,0.307,24.9,2.5,6.5,0.392,1.8,4.6,0.393,0.4,0.5,0.886,0.4,3.5,3.9,1.3,1,0.6,0.5,0.1,2.5,1.1,7.3,-3.3,2,0,5,"1,011,121,610,612,750"
101114,Deron Williams,1610612751,BKN,31,68,34,34,0.5,31.1,4.4,11.3,0.387,1.3,3.5,0.367,3,3.5,0.834,0.4,3.1,3.5,6.6,2.3,0.9,0.3,0.5,2.3,3.1,13,-0.2,11,0,5,"1,011,141,610,612,750"
101122,Danny Granger,1610612756,PHX,32,30,11,19,0.367,20.4,2.2,5.4,0.401,1,2.8,0.357,0.9,1.2,0.757,0.7,2,2.7,0.6,0.8,0.4,0.2,0.3,2.2,1,6.3,-3.5,0,0,5,"1,011,221,610,612,750"
101123,Gerald Green,1610612756,PHX,29,74,34,40,0.459,19.5,4.4,10.5,0.416,1.9,5.2,0.354,1.3,1.6,0.825,0.4,2.1,2.5,1.2,1.4,0.6,0.2,0.2,2,1.5,11.9,-0.1,0,0,5,"1,011,231,610,612,750"
101126,Nate Robinson,1610612746,LAC,31,42,22,20,0.524,14.1,2.1,6.1,0.345,0.7,2.7,0.277,0.7,1.1,0.674,0.4,0.8,1.2,2.3,0.7,0.5,0.1,0.2,1.8,1,5.7,-3,0,0,5,"1,011,261,610,612,740"
101127,Jarrett Jack,1610612751,BKN,31,80,36,44,0.45,28,4.5,10.2,0.439,0.5,1.8,0.267,2.5,2.8,0.881,0.2,2.8,3.1,4.7,2.4,0.9,0.2,0.4,1.8,2.4,12,-3.9,5,0,5,"1,011,271,610,612,750"
101128,Francisco Garcia,1610612745,HOU,33,14,10,4,0.714,14.3,1.2,4.5,0.27,0.7,3.2,0.222,0.1,0.3,0.25,0.2,1,1.2,1.1,0.7,0.6,0.4,0.1,1.4,0.7,3.2,-0.7,0,0,5,"1,011,281,610,612,740"
101131,Jason Maxiell,1610612766,CHA,32,61,22,39,0.361,14.4,1.3,3.1,0.422,0,0,0,0.7,1.2,0.577,1.4,1.9,3.3,0.3,0.5,0.3,0.7,0.3,1.6,1.4,3.3,-2.5,0,0,5,"1,011,311,610,612,760"
101133,Ian Mahinmi,1610612754,IND,28,61,28,33,0.459,18.8,1.9,3.5,0.552,0,0,0,0.5,1.7,0.304,1.7,4.1,5.8,0.5,1,0.5,0.8,0.3,2.8,1.8,4.3,-0.1,2,0,5,"1,011,331,610,612,750"
101135,David Lee,1610612744,GSW,32,49,37,12,0.755,18.5,3.3,6.4,0.511,0,0,0,1.4,2.1,0.654,1.7,3.6,5.2,1.7,1,0.6,0.5,0.4,1.7,1.4,7.9,0.5,1,0,5,"1,011,351,610,612,740"
101138,Brandon Bass,1610612738,BOS,30,82,40,42,0.488,23.5,4.2,8.3,0.504,0.1,0.4,0.281,2.1,2.6,0.79,1.7,3.2,4.9,1.3,1,0.5,0.4,0.7,1.7,1.9,10.6,-2.2,5,0,5,"1,011,381,610,612,730"
101139,CJ Miles,1610612754,IND,28,70,31,39,0.443,26.3,4.7,11.8,0.398,2.2,6.4,0.345,1.9,2.3,0.807,0.3,2.8,3.1,1.1,1,0.9,0.4,0.4,1.9,1.8,13.5,2.3,1,0,5,"1,011,391,610,612,750"
101141,Ersan Ilyasova,1610612749,MIL,28,58,26,32,0.448,22.7,4.5,9.6,0.472,1.3,3.3,0.389,1.2,1.8,0.645,1.4,3.4,4.8,1,0.8,0.6,0.3,0.5,2.6,2.7,11.5,0.4,6,0,5,"1,011,411,610,612,740"
101142,Ronny Turiaf,1610612750,MIN,32,2,0,2,0,9.7,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0,0,0,0,0,0,0,-4,0,0,5,"1,011,421,610,612,750"
101145,Monta Ellis,1610612742,DAL,29,80,50,30,0.625,33.7,7.5,16.9,0.445,1,3.6,0.285,2.9,3.8,0.752,0.4,2,2.4,4.1,2.5,1.9,0.3,0.5,2.5,3.6,18.9,2.7,3,0,5,"1,011,451,610,612,740"
101150,Lou Williams,1610612761,TOR,28,80,48,32,0.6,25.2,4.7,11.6,0.404,1.9,5.6,0.34,4.3,4.9,0.861,0.3,1.6,1.9,2.1,1.3,1.1,0.1,0.6,1.3,3.2,15.5,3.7,0,0,5,"1,011,501,610,612,760"
101161,Amir Johnson,1610612761,TOR,28,75,44,31,0.587,26.4,4,6.9,0.574,0.3,0.6,0.413,1.1,1.7,0.612,2.1,4,6.1,1.6,1.5,0.6,0.8,0.7,3,1.7,9.3,0.8,6,0,5,"1,011,611,610,612,760"
101162,Marcin Gortat,1610612764,WAS,31,82,46,36,0.561,29.9,5.4,9.5,0.566,0,0,0,1.5,2.1,0.703,2.2,6.5,8.7,1.2,1.2,0.6,1.3,0.6,2.3,2,12.2,3.1,22,0,5,"1,011,621,610,612,760"
101179,Ronnie Price,1610612747,LAL,32,43,13,30,0.302,22.8,1.8,5.2,0.345,0.7,2.5,0.284,0.8,1,0.8,0.4,1.2,1.6,3.8,1.2,1.6,0.1,0.2,2.7,1.2,5.1,-1.7,0,0,5,"1,011,791,610,612,740"
101181,Jose Calderon,1610612752,NYK,33,42,7,35,0.167,30.2,3.5,8.4,0.415,1.4,3.4,0.415,0.7,0.8,0.906,0.5,2.5,3,4.7,1.8,0.7,0,0.3,1.8,0.9,9.1,-8.1,2,0,5,"1,011,811,610,612,750"
101183,Shavlik Randolph,1610612738,BOS,31,21,11,10,0.524,6,0.4,1.7,0.257,0,0.2,0,0.3,0.6,0.5,0.8,1,1.8,0.2,0.1,0.2,0.1,0.1,0.8,0.6,1.1,-1.1,0,0,5,"1,011,831,610,612,730"
101187,Alan Anderson,1610612751,BKN,32,74,35,39,0.473,23.6,2.6,5.9,0.443,1,2.8,0.348,1.1,1.4,0.812,0.4,2.3,2.8,1.1,0.8,0.8,0.1,0.4,2,1.7,7.4,-0.8,0,0,5,"1,011,871,610,612,750"
101198,Will Bynum,1610612764,WAS,32,7,4,3,0.571,9.5,1.4,4.4,0.323,0,1.3,0,0.3,0.6,0.5,0.3,0.6,0.9,2.6,1.1,0.1,0.1,0.3,1.3,0.7,3.1,-7.1,0,0,5,"1,011,981,610,612,760"
101236,Charles Hayes,1610612761,TOR,32,29,17,12,0.586,8.8,0.8,1.6,0.478,0,0,0,0.2,0.4,0.545,0.6,1.1,1.8,0.7,0.3,0.3,0.1,0.2,1.3,0.4,1.7,1.3,0,0,5,"1,012,361,610,612,760"
101249,John Lucas III,1610612765,DET,32,21,8,13,0.381,12.9,2,5,0.404,0.4,1.4,0.31,0.2,0.2,1,0.2,0.6,0.8,2.9,0.8,0.4,0,0.1,0.9,0.4,4.7,-2.2,0,0,5,"1,012,491,610,612,760"
200745,Andrea Bargnani,1610612752,NYK,29,29,5,24,0.172,27.1,5.7,12.4,0.454,0.5,1.4,0.366,3,3.7,0.813,1.1,3.3,4.4,1.6,1.4,0.1,0.9,0.2,1.8,3.5,14.8,-9.3,2,0,5,"2,007,451,610,612,750"
200746,LaMarcus Aldridge,1610612757,POR,29,71,48,23,0.676,35.4,9.3,19.9,0.466,0.5,1.5,0.352,4.3,5.1,0.845,2.5,7.7,10.2,1.7,1.7,0.7,1,0.5,1.8,4.1,23.4,4.8,39,0,5,"2,007,461,610,612,750"
200748,Tyrus Thomas,1610612763,MEM,28,2,2,0,1,3.3,0.5,0.5,1,0,0,0,1,1,1,0,0,0,0.5,0,0,0,0,0,0.5,2,0.5,0,0,5,"2,007,481,610,612,760"
200751,Randy Foye,1610612743,DEN,31,50,15,35,0.3,21.7,3,8,0.368,1.9,5.3,0.357,0.9,1.1,0.818,0.2,1.5,1.7,2.4,1.2,0.7,0.2,0.3,1.9,1,8.7,-2.1,0,0,5,"2,007,511,610,612,740"
200752,Rudy Gay,1610612758,SAC,28,68,25,43,0.368,35.4,7.5,16.4,0.455,1.2,3.2,0.359,5,5.8,0.858,1.4,4.4,5.9,3.7,2.7,1,0.6,0.9,2.3,3.9,21.1,-1.5,2,0,5,"2,007,521,610,612,750"
200755,JJ Redick,1610612746,LAC,31,78,55,23,0.705,30.9,5.7,12,0.477,2.6,5.9,0.437,2.3,2.6,0.901,0.3,1.9,2.1,1.8,1.2,0.5,0.1,0.3,1.7,2.1,16.4,8,0,0,5,"2,007,551,610,612,740"
200757,Thabo Sefolosha,1610612737,ATL,31,52,43,9,0.827,18.8,2,4.8,0.418,0.5,1.5,0.321,0.9,1.1,0.776,1,3.3,4.3,1.4,0.7,1,0.4,0.3,1.3,0.9,5.3,3.3,1,0,5,"2,007,571,610,612,730"
200761,Shawne Williams,1610612765,DET,29,63,26,37,0.413,17.2,1.9,4.8,0.403,1,2.8,0.36,0.6,0.6,0.875,0.6,2.1,2.6,0.7,0.5,0.4,0.3,0.2,2.1,0.6,5.4,-1.6,1,0,5,"2,007,611,610,612,760"
200765,Rajon Rondo,1610612742,DAL,29,68,34,34,0.5,29.7,4,9.5,0.426,0.4,1.3,0.314,0.5,1.1,0.397,1.1,4.4,5.5,7.9,3.1,1.3,0.1,0.5,2.3,1.6,8.9,-0.8,15,3,5,"2,007,651,610,612,740"
200768,Kyle Lowry,1610612761,TOR,29,70,43,27,0.614,34.5,6.1,14.9,0.412,1.9,5.6,0.338,3.6,4.5,0.808,0.8,3.9,4.7,6.8,2.5,1.6,0.2,0.8,3,4.2,17.8,2.9,13,2,5,"2,007,681,610,612,760"
200769,Shannon Brown,1610612748,MIA,29,5,3,2,0.6,17.8,1.4,3.8,0.368,0.6,1.4,0.429,0.6,0.8,0.75,0,0.2,0.2,0.6,0.8,0.8,0,0,1.6,0.8,4,-3.2,0,0,5,"2,007,691,610,612,740"
200770,Jordan Farmar,1610612746,LAC,28,36,23,13,0.639,14.7,1.7,4.4,0.386,1,2.7,0.361,0.3,0.3,0.909,0.2,0.9,1.2,1.9,0.9,0.6,0.1,0.1,1.4,0.7,4.6,-1.3,0,0,5,"2,007,701,610,612,740"
200777,Joel Freeland,1610612757,POR,28,48,34,14,0.708,12.8,1.5,3.1,0.49,0,0,0,0.4,0.5,0.84,1.3,2.7,4,0.3,0.5,0.2,0.5,0.1,1.9,0.8,3.5,1.3,1,0,5,"2,007,771,610,612,750"
200779,Steve Novak,1610612760,OKC,32,35,12,23,0.343,5.6,0.6,1.6,0.393,0.5,1.4,0.396,0,0.1,0,0.1,0.6,0.6,0.3,0.1,0,0.1,0.1,0.7,0.1,1.8,-1.5,0,0,5,"2,007,791,610,612,760"
200782,PJ Tucker,1610612756,PHX,30,78,36,42,0.462,30.6,3.3,7.6,0.438,1.1,3.2,0.345,1.3,1.8,0.727,1.5,5,6.4,1.6,1.2,1.4,0.3,0.4,2.3,2.1,9.1,-0.6,4,0,5,"2,007,821,610,612,750"
200794,Paul Millsap,1610612737,ATL,30,73,55,18,0.753,32.7,6.1,12.7,0.476,1.1,3,0.356,3.5,4.6,0.757,1.9,5.9,7.8,3.1,2.3,1.8,0.9,0.9,2.8,4,16.7,5.6,15,0,5,"2,007,941,610,612,730"
200797,Ryan Hollins,1610612758,SAC,30,46,13,33,0.283,9.6,1.2,1.8,0.646,0,0,0,0.7,1.2,0.574,0.8,1.5,2.2,0.3,0.5,0.1,0.4,0.2,1.4,1.2,3,-1.2,0,0,5,"2,007,971,610,612,750"
200811,Lou Amundson,1610612752,NYK,32,53,17,36,0.321,17.7,2.1,4.8,0.427,0,0,0,0.8,1.6,0.471,1.8,3.3,5.1,1.3,1.2,0.4,1,0.5,2.4,1.5,4.9,-2.8,3,0,5,"2,008,111,610,612,750"
200826,Jose Juan Barea,1610612742,DAL,31,77,49,28,0.636,17.7,2.9,7,0.42,0.7,2.2,0.323,1,1.2,0.809,0.3,1.4,1.7,3.4,0.9,0.4,0,0.4,1.4,1.5,7.5,1.6,0,0,5,"2,008,261,610,612,740"
201142,Kevin Durant,1610612760,OKC,26,27,18,9,0.667,33.8,8.8,17.3,0.51,2.4,5.9,0.403,5.4,6.3,0.854,0.6,6,6.6,4.1,2.7,0.9,0.9,0.3,1.5,4.9,25.4,6.2,5,0,5,"2,011,421,610,612,760"
201143,Al Horford,1610612737,ATL,29,76,56,20,0.737,30.5,6.8,12.7,0.538,0.1,0.5,0.306,1.4,1.9,0.759,1.7,5.4,7.2,3.2,1.3,0.9,1.3,0.5,1.6,1.7,15.2,3.8,14,1,5,"2,011,431,610,612,730"
201144,Mike Conley,1610612763,MEM,27,70,47,23,0.671,31.8,5.6,12.6,0.446,1.5,4,0.386,3.1,3.6,0.859,0.4,2.6,3,5.4,2.2,1.3,0.2,0.7,2,3.3,15.8,3.1,6,0,5,"2,011,441,610,612,760"
201145,Jeff Green,1610612763,MEM,28,78,41,37,0.526,31.5,5.3,12.4,0.43,1.2,3.7,0.332,3.1,3.7,0.833,0.8,3.4,4.2,1.7,1.4,0.7,0.4,0.8,1.9,2.8,15,-1.7,1,0,5,"2,011,451,610,612,760"
201147,Corey Brewer,1610612745,HOU,29,80,42,38,0.525,26.1,4.3,10.1,0.426,0.8,2.9,0.268,2.1,2.8,0.743,1,2.7,3.7,2.2,1.6,1.4,0.2,0.7,2.2,2.4,11.5,-0.4,3,0,5,"2,011,471,610,612,740"
201148,Brandan Wright,1610612756,PHX,27,75,37,38,0.493,19.3,3.1,4.8,0.642,0,0,0,1,1.5,0.696,1.7,2.6,4.3,0.5,0.5,0.7,1.3,0.3,1.4,1.3,7.3,-0.2,3,0,5,"2,011,481,610,612,750"
201149,Joakim Noah,1610612741,CHI,30,67,39,28,0.582,30.6,2.8,6.4,0.445,0,0,0,1.6,2.6,0.603,3.3,6.4,9.6,4.7,1.8,0.7,1.1,0.7,3,2.5,7.2,1.2,15,0,5,"2,011,491,610,612,740"
201150,Spencer Hawes,1610612746,LAC,27,73,52,21,0.712,17.5,2.2,5.7,0.393,0.8,2.4,0.313,0.6,0.9,0.647,0.4,3.1,3.5,1.2,0.8,0.3,0.7,0.4,2.4,1,5.8,-1.2,0,0,5,"2,011,501,610,612,740"
201152,Thaddeus Young,1610612751,BKN,27,76,25,51,0.329,32,5.9,12.7,0.466,0.5,1.5,0.33,1.7,2.6,0.655,1.7,3.7,5.4,2.3,1.5,1.6,0.3,0.9,2.3,2,14.1,-2.8,3,0,5,"2,011,521,610,612,750"
201155,Rodney Stuckey,1610612754,IND,29,71,34,37,0.479,26.4,4.7,10.6,0.44,0.8,2,0.39,2.5,3,0.819,0.5,3,3.5,3.1,1.7,0.8,0.1,0.7,1.8,2.7,12.6,-0.3,2,0,5,"2,011,551,610,612,750"
201156,Nick Young,1610612747,LAL,30,42,12,30,0.286,23.8,4.1,11.3,0.366,2,5.4,0.369,3.1,3.5,0.892,0.4,1.9,2.3,1,1,0.5,0.3,0.4,2,2.4,13.4,-1.6,0,0,5,"2,011,561,610,612,740"
201158,Marco Belinelli,1610612759,SAS,29,62,41,21,0.661,22.4,3.2,7.6,0.423,1.4,3.7,0.374,1.4,1.6,0.848,0.4,2.1,2.5,1.5,1,0.5,0,0.1,1.4,1.5,9.2,0,0,0,5,"2,011,581,610,612,750"
201160,Jason Smith,1610612752,NYK,29,82,17,65,0.207,21.8,3.1,7.2,0.434,0.2,0.5,0.357,1.5,1.9,0.83,1.2,2.8,4,1.7,1.3,0.4,0.5,0.4,2.5,1.9,8,-5.2,3,0,5,"2,011,601,610,612,750"
201162,Jared Dudley,1610612749,MIL,29,72,39,33,0.542,23.8,2.8,5.9,0.468,1,2.7,0.385,0.7,0.9,0.716,0.6,2.4,3.1,1.8,0.9,1,0.2,0.2,1.6,1.2,7.2,1.5,0,0,5,"2,011,621,610,612,740"
201163,Wilson Chandler,1610612743,DEN,28,78,28,50,0.359,31.7,5.4,12.5,0.429,1.8,5.2,0.342,1.4,1.8,0.775,1.2,4.9,6.1,1.7,1.4,0.7,0.4,0.6,3,1.6,13.9,-2.8,8,0,5,"2,011,631,610,612,740"
201166,Aaron Brooks,1610612741,CHI,30,82,50,32,0.61,23,4.2,10,0.421,1.5,3.8,0.387,1.8,2.1,0.833,0.4,1.6,2,3.2,1.9,0.7,0.2,0.6,2.3,1.8,11.6,2.6,1,0,5,"2,011,661,610,612,740"
201167,Arron Afflalo,1610612757,POR,29,78,35,43,0.449,32.1,4.8,11.3,0.424,1.5,4.3,0.354,2.1,2.5,0.843,0.3,2.8,3.2,1.7,1.5,0.5,0.1,0.8,2.1,1.9,13.3,-0.3,0,0,5,"2,011,671,610,612,750"
201168,Tiago Splitter,1610612759,SAS,30,52,34,18,0.654,19.8,3.3,5.8,0.558,0,0,0,1.7,2.3,0.75,1.8,3.1,4.8,1.5,1.2,0.7,0.7,0.5,2,2.1,8.2,4.5,1,0,5,"2,011,681,610,612,750"
201171,Carl Landry,1610612758,SAC,31,70,26,44,0.371,17,2.7,5.3,0.515,0,0,0,1.8,2.1,0.82,1.4,2.4,3.8,0.4,0.8,0.2,0.2,0.6,1.9,1.6,7.2,-3.1,3,0,5,"2,011,711,610,612,750"
201175,Glen Davis,1610612746,LAC,29,74,52,22,0.703,12.2,1.6,3.4,0.459,0,0.1,0,0.8,1.3,0.632,0.6,1.7,2.3,0.5,0.5,0.6,0.3,0.4,1.8,1.1,4,-1.1,0,0,5,"2,011,751,610,612,740"
201177,Josh McRoberts,1610612748,MIA,28,17,8,9,0.471,17.4,1.6,3.1,0.528,0.5,1.1,0.421,0.5,0.8,0.615,0.4,2.2,2.6,1.9,1.3,0.7,0.2,0.3,2.4,0.8,4.2,1.8,0,0,5,"2,011,771,610,612,740"
201188,Marc Gasol,1610612763,MEM,30,81,55,26,0.679,33.2,6.5,13.2,0.494,0,0.2,0.176,4.3,5.4,0.795,1.4,6.4,7.8,3.8,2.2,0.9,1.6,0.6,2.6,5,17.4,2.8,20,0,5,"2,011,881,610,612,760"
201196,Ramon Sessions,1610612764,WAS,29,64,26,38,0.406,18.6,2,5.2,0.374,0.3,0.9,0.317,2.1,2.7,0.769,0.4,1.9,2.3,2.8,1.3,0.5,0,0.3,1.1,2.1,6.3,-2.5,0,0,5,"2,011,961,610,612,760"
201202,Joel Anthony,1610612765,DET,32,49,25,24,0.51,8.3,0.7,1.3,0.581,0,0,0,0.3,0.4,0.682,0.7,1.2,1.9,0.1,0.2,0.2,1,0.1,1.1,0.3,1.8,0.2,0,0,5,"2,012,021,610,612,760"
201228,CJ Watson,1610612754,IND,31,57,25,32,0.439,24.9,3.2,7.3,0.434,1.2,3.1,0.4,2.4,2.9,0.826,0.3,2.5,2.9,3.6,1.8,1,0.2,0.3,1.9,2.8,10,0.1,0,0,5,"2,012,281,610,612,750"
201229,Anthony Tolliver,1610612765,DET,30,76,36,40,0.474,18.9,2.1,5.2,0.41,1.4,3.8,0.366,0.7,0.9,0.783,0.7,2.4,3.1,0.8,0.7,0.3,0.2,0.2,1.8,1.1,6.3,1.3,1,0,5,"2,012,291,610,612,760"
201563,Michael Beasley,1610612748,MIA,26,24,11,13,0.458,21,3.8,8.8,0.434,0.3,1.4,0.235,0.8,1.1,0.769,0.5,3.2,3.7,1.3,1.5,0.6,0.5,0.5,2.8,1.4,8.8,0.1,1,0,5,"2,015,631,610,612,740"
201564,O.J. Mayo,1610612749,MIL,27,71,39,32,0.549,23.9,4.2,9.9,0.422,1.4,3.9,0.357,1.6,2,0.827,0.4,2.2,2.6,2.8,1.8,0.8,0.3,0.4,2.3,1.7,11.4,-0.9,0,0,5,"2,015,641,610,612,740"
201565,Derrick Rose,1610612741,CHI,26,51,33,18,0.647,30,6.6,16.4,0.405,1.5,5.3,0.28,3,3.7,0.813,0.7,2.5,3.2,4.9,3.2,0.7,0.3,1,1.2,2.8,17.7,2.4,4,0,5,"2,015,651,610,612,740"
201566,Russell Westbrook,1610612760,OKC,26,67,40,27,0.597,34.4,9.4,22,0.426,1.3,4.3,0.299,8.1,9.8,0.835,1.9,5.4,7.3,8.6,4.4,2.1,0.2,1.3,2.7,6.6,28.1,3.7,31,11,5,"2,015,661,610,612,760"
201567,Kevin Love,1610612739,CLE,26,75,50,25,0.667,33.8,5.5,12.7,0.434,1.9,5.2,0.367,3.4,4.3,0.804,1.9,7.9,9.7,2.2,1.6,0.7,0.5,0.7,1.9,3.7,16.4,5.3,38,0,5,"2,015,671,610,612,730"
201568,Danilo Gallinari,1610612743,DEN,26,59,23,36,0.39,24.2,3.9,9.6,0.401,1.8,5.1,0.355,2.9,3.2,0.895,0.5,3.2,3.7,1.4,1,0.8,0.3,0.6,1.6,3.1,12.4,0.3,0,0,5,"2,015,681,610,612,740"
