PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN14,FGM14,FGA14,FG_PCT14,FG3M14,FG3A14,FG3_PCT14,FTM14,FTA14,FT_PCT14,OREB14,DREB14,REB14,AST14,TOV14,STL14,BLK14,BLKA14,PF14,PFD14,PTS14,PLUS_MINUS14,DD2,TD3,CFID,CFPARAMS
202331,Paul George,1610612754,IND,25,6,5,1,0.833,15.2,3,8.2,0.367,1.5,3.7,0.409,1.3,1.8,0.727,0.7,3,3.7,1,2,0.8,0.2,0,1.8,1.3,8.8,2.5,0,0,5,"2,023,311,610,612,750"
202332,Cole Aldrich,1610612752,NYK,26,61,11,50,0.18,16,2.4,4.9,0.478,0,0,0,0.8,1,0.781,1.7,3.9,5.5,1.2,1,0.6,1.1,0.2,2,1,5.5,-4.5,6,0,5,"2,023,321,610,612,750"
202333,Xavier Henry,1610612747,LAL,24,9,1,8,0.111,9.5,0.3,1.4,0.231,0,0,0,1.6,2.7,0.583,0.2,0.2,0.4,0.3,0.3,0.3,0,0,0.7,1.8,2.2,1.6,0,0,5,"2,023,331,610,612,740"
202334,Ed Davis,1610612747,LAL,26,79,20,59,0.253,23.3,3.6,5.9,0.601,0,0,0,1.2,2.4,0.487,2.9,4.7,7.6,1.2,0.7,0.6,1.2,0.6,2.6,1.8,8.3,-3.4,6,0,5,"2,023,341,610,612,740"
202335,Patrick Patterson,1610612761,TOR,26,81,49,32,0.605,26.6,3,6.6,0.449,1.3,3.5,0.371,0.8,1,0.788,1.6,3.8,5.3,1.9,0.7,0.7,0.5,0.2,1.8,1,8,3.1,3,0,5,"2,023,351,610,612,760"
202336,Larry Sanders,1610612749,MIL,26,27,12,15,0.444,21.7,3.2,6.4,0.5,0,0,0,0.9,1.8,0.5,2.5,3.7,6.1,0.9,1,1,1.4,0.6,3.9,1.4,7.3,-3.3,0,0,5,"2,023,361,610,612,740"
202337,Luke Babbitt,1610612740,NOP,26,63,34,29,0.54,13.2,1.5,3,0.479,0.9,1.8,0.513,0.2,0.3,0.684,0.2,1.6,1.8,0.4,0.4,0.3,0.2,0.2,1,0.3,4.1,-1.6,0,0,5,"2,023,371,610,612,740"
202338,Kevin Seraphin,1610612764,WAS,25,79,45,34,0.57,15.6,2.9,5.7,0.513,0,0,0,0.7,1,0.707,1.1,2.5,3.6,0.7,1.2,0.1,0.7,0.2,2.5,1.1,6.6,-2,1,0,5,"2,023,381,610,612,760"
202339,Eric Bledsoe,1610612756,PHX,25,81,39,42,0.481,34.6,5.8,12.9,0.447,1.1,3.4,0.324,4.4,5.4,0.8,0.9,4.3,5.2,6.1,3.4,1.6,0.6,0.6,2.3,4.7,17,0.5,13,2,5,"2,023,391,610,612,750"
202340,Avery Bradley,1610612738,BOS,24,77,37,40,0.481,31.5,5.6,13.2,0.428,1.6,4.6,0.352,1,1.3,0.79,0.6,2.5,3.1,1.8,1.4,1.1,0.2,0.6,2.3,1.2,13.9,-1.1,1,0,5,"2,023,401,610,612,730"
202343,Elliot Williams,1610612740,NOP,26,13,6,7,0.462,9.1,1.1,2.8,0.378,0.6,1.4,0.444,0.1,0.3,0.25,0,0.6,0.6,0.9,0.3,0.3,0,0.2,0.9,0.4,2.8,0.6,0,0,5,"2,023,431,610,612,740"
202344,Trevor Booker,1610612762,UTA,27,79,37,42,0.468,19.8,2.9,5.9,0.487,0.4,1.1,0.345,1.1,1.9,0.581,1.8,3.3,5,1.1,1.1,0.5,0.5,0.3,1.8,1.5,7.2,0.4,3,0,5,"2,023,441,610,612,760"
202347,Quincy Pondexter,1610612740,NOP,27,75,48,27,0.64,23.9,2.5,6,0.421,1.2,3.3,0.373,0.9,1.3,0.74,0.7,1.9,2.6,1.3,0.7,0.3,0.3,0.3,2,1.2,7.2,0.2,0,0,5,"2,023,471,610,612,740"
202349,Greivis Vasquez,1610612761,TOR,28,82,49,33,0.598,24.3,3.6,8.8,0.408,1.6,4.3,0.379,0.6,0.8,0.758,0.3,2.4,2.6,3.7,1.5,0.6,0.1,0.4,2.2,1,9.5,0.9,0,0,5,"2,023,491,610,612,760"
202355,Hassan Whiteside,1610612748,MIA,26,48,18,30,0.375,23.8,5.1,8.1,0.628,0,0,0,1.6,3.3,0.5,3,7,10,0.1,1.2,0.6,2.6,0.6,2.7,3,11.8,-1.1,22,1,5,"2,023,551,610,612,740"
202361,Landry Fields,1610612761,TOR,27,26,16,10,0.615,8.3,0.8,1.6,0.488,0,0.1,0.5,0.2,0.2,0.833,0.4,0.6,1,0.6,0.3,0.4,0,0.1,0.3,0.3,1.8,-3.1,0,0,5,"2,023,611,610,612,760"
202362,Lance Stephenson,1610612766,CHA,24,61,23,38,0.377,25.8,3.4,9,0.376,0.3,1.7,0.171,1.1,1.8,0.627,0.6,3.9,4.5,3.9,2.1,0.6,0.1,0.5,2.2,1.9,8.2,-3.6,2,0,5,"2,023,621,610,612,760"
202366,Jerome Jordan,1610612751,BKN,28,44,17,27,0.386,8.7,1.1,2.1,0.532,0,0,0,0.9,1,0.864,1.2,1.2,2.4,0.3,0.5,0.2,0.3,0.3,1.3,0.7,3.1,-1.8,1,0,5,"2,023,661,610,612,750"
202379,Jeremy Evans,1610612762,UTA,27,38,19,19,0.5,7,0.8,1.5,0.552,0.1,0.1,0.4,0.6,0.8,0.828,0.7,1.2,1.9,0.3,0.1,0.3,0.3,0.1,0.8,0.7,2.4,0.8,0,0,5,"2,023,791,610,612,760"
202388,Donald Sloan,1610612754,IND,27,53,22,31,0.415,20.9,2.7,6.7,0.408,0.8,2.5,0.313,1.1,1.5,0.779,0.2,2.5,2.7,3.6,1.2,0.4,0,0.6,0.9,1.2,7.4,-1.6,1,0,5,"2,023,881,610,612,750"
202389,Timofey Mozgov,1610612739,CLE,28,81,49,32,0.605,25.3,3.9,7,0.555,0,0.1,0.333,1.9,2.7,0.718,2.5,4.8,7.3,0.7,1.4,0.4,1.2,0.7,2.8,2.4,9.7,3.2,18,0,5,"2,023,891,610,612,730"
202390,Gary Neal,1610612750,MIN,30,54,24,30,0.444,22.1,3.5,9.3,0.374,0.9,3,0.305,2.2,2.5,0.867,0.3,2.1,2.4,1.9,1.2,0.4,0,0.5,1.6,1.9,10.1,-1.9,0,0,5,"2,023,901,610,612,750"
202391,Jeremy Lin,1610612747,LAL,26,74,19,55,0.257,25.8,3.7,8.8,0.424,0.9,2.4,0.369,2.9,3.6,0.795,0.4,2.3,2.6,4.6,2.2,1.1,0.4,0.7,2.6,3.7,11.2,-3.4,3,0,5,"2,023,911,610,612,740"
202397,Ish Smith,1610612755,PHI,26,55,24,31,0.436,15.1,2.6,6.7,0.39,0.3,1.1,0.3,0.6,1,0.596,0.3,1.5,1.8,3.3,1.4,0.7,0.1,0.4,0.9,1.2,6.1,-1.9,0,0,5,"2,023,971,610,612,750"
202399,Jeff Adrien,1610612750,MIN,29,17,1,16,0.059,12.7,1.1,2.6,0.432,0,0,0,1.3,2.2,0.579,1.4,3.2,4.5,0.9,0.5,0.2,0.5,0.5,1.8,2.2,3.5,-0.8,0,0,5,"2,023,991,610,612,750"
202407,Elijah Millsap,1610612762,UTA,27,47,25,22,0.532,19.7,1.7,5.1,0.34,0.6,1.9,0.311,1.2,1.8,0.674,0.6,2.6,3.2,1.2,1.4,1.2,0.3,0.6,2.6,1.5,5.3,1.1,0,0,5,"2,024,071,610,612,760"
202498,Lance Thomas,1610612752,NYK,27,62,20,42,0.323,24,2.9,7.1,0.412,0.1,0.4,0.318,1.2,1.6,0.727,1,2.1,3.1,1.1,1.2,0.6,0.1,0.6,1.6,1.4,7.1,-5.6,0,0,5,"2,024,981,610,612,750"
202620,Arinze Onuaku,1610612750,MIN,27,6,0,6,0,11.4,2,2.3,0.857,0,0,0,0.5,1.3,0.375,1.2,2.3,3.5,0.7,0.3,0.2,0.5,0.2,1,0.7,4.5,-3,0,0,5,"2,026,201,610,612,750"
202681,Kyrie Irving,1610612739,CLE,23,75,52,23,0.693,36.4,7.7,16.5,0.468,2.1,5,0.415,4.2,4.9,0.863,0.7,2.4,3.2,5.2,2.5,1.5,0.3,0.8,1.9,3.8,21.7,5.6,6,0,5,"2,026,811,610,612,730"
202682,Derrick Williams,1610612758,SAC,24,74,27,47,0.365,19.8,2.9,6.6,0.447,0.7,2.1,0.314,1.8,2.6,0.684,0.6,2.2,2.7,0.7,0.8,0.5,0.1,0.5,0.9,1.6,8.3,-3.6,1,0,5,"2,026,821,610,612,750"
202683,Enes Kanter,1610612760,OKC,23,75,32,43,0.427,28.5,6.4,12.4,0.519,0.2,0.6,0.356,2.4,3.1,0.782,3.7,5.3,8.9,0.7,1.9,0.5,0.4,1,2.5,2.6,15.5,-0.4,31,0,5,"2,026,831,610,612,760"
202684,Tristan Thompson,1610612739,CLE,24,82,53,29,0.646,26.8,3.3,6,0.547,0,0,0,1.9,3,0.641,3.3,4.7,8,0.5,1,0.4,0.7,0.6,2.3,2.8,8.5,2.6,14,0,5,"2,026,841,610,612,730"
202685,Jonas Valanciunas,1610612761,TOR,23,80,47,33,0.588,26.2,4.7,8.2,0.572,0,0,0,2.7,3.5,0.786,2.7,6,8.7,0.5,1.4,0.4,1.2,0.8,2.8,2.9,12,-0.3,22,0,5,"2,026,851,610,612,760"
202687,Bismack Biyombo,1610612766,CHA,22,64,26,38,0.406,19.4,1.6,2.9,0.543,0,0,0,1.6,2.7,0.583,2.5,3.9,6.4,0.3,0.8,0.3,1.5,0.4,2.2,2.2,4.8,-0.5,6,0,5,"2,026,871,610,612,760"
202688,Brandon Knight,1610612756,PHX,23,63,33,30,0.524,32.3,6,14.1,0.422,2,5.1,0.389,3.1,3.5,0.874,0.4,3.4,3.9,5.2,3,1.4,0.2,0.6,1.8,3.5,17,-1.3,2,0,5,"2,026,881,610,612,750"
202689,Kemba Walker,1610612766,CHA,25,62,21,41,0.339,34.2,6.1,15.8,0.385,1.4,4.5,0.304,3.8,4.6,0.827,0.6,3,3.5,5.1,1.6,1.4,0.5,1.2,1.5,4.3,17.3,-3,4,0,5,"2,026,891,610,612,760"
202690,Jimmer Fredette,1610612740,NOP,26,50,27,23,0.54,10.2,1.3,3.3,0.38,0.2,1,0.188,0.9,0.9,0.956,0.2,0.6,0.8,1.2,0.7,0.3,0,0.1,0.9,0.8,3.6,0.8,0,0,5,"2,026,901,610,612,740"
202691,Klay Thompson,1610612744,GSW,25,77,64,13,0.831,31.9,7.8,16.9,0.463,3.1,7.1,0.439,2.9,3.3,0.879,0.4,2.9,3.2,2.9,1.9,1.1,0.8,0.7,1.6,2.5,21.7,10.1,1,0,5,"2,026,911,610,612,740"
202692,Alec Burks,1610612762,UTA,23,27,9,18,0.333,33.3,4.5,11.1,0.403,1,2.5,0.382,3.9,4.8,0.822,0.7,3.5,4.2,3,1.9,0.6,0.2,0.9,2.4,3.6,13.9,-4.8,2,0,5,"2,026,921,610,612,760"
202693,Markieff Morris,1610612756,PHX,25,82,39,43,0.476,31.5,6.2,13.4,0.465,0.7,2.2,0.318,2.2,2.8,0.763,1.3,4.8,6.2,2.3,2.1,1.2,0.5,0.5,3,2.7,15.3,1.3,12,0,5,"2,026,931,610,612,750"
202694,Marcus Morris,1610612756,PHX,25,81,39,42,0.481,25.2,4.1,9.4,0.434,1.4,3.9,0.358,0.9,1.4,0.628,0.9,3.9,4.8,1.6,0.9,0.8,0.2,0.3,2.3,1.4,10.4,-0.7,5,0,5,"2,026,941,610,612,750"
202695,Kawhi Leonard,1610612759,SAS,24,64,46,18,0.719,31.8,6.2,12.8,0.479,1,3,0.349,3.2,3.9,0.802,1.3,5.9,7.2,2.5,1.5,2.3,0.8,0.5,2,3.3,16.5,6.9,14,0,5,"2,026,951,610,612,750"
202696,Nikola Vucevic,1610612753,ORL,24,74,21,53,0.284,34.2,8.5,16.3,0.523,0,0.1,0.333,2.2,2.9,0.752,3.2,7.7,10.9,2,2,0.7,0.7,0.6,3,2.9,19.3,-4.1,45,0,5,"2,026,961,610,612,750"
202697,Iman Shumpert,1610612739,CLE,25,62,34,28,0.548,24.9,3.1,7.6,0.41,1.1,3.2,0.342,0.7,1,0.672,0.9,2.7,3.6,2.2,1.5,1.3,0.3,0.2,2.2,1.4,8,1,2,0,5,"2,026,971,610,612,730"
202699,Tobias Harris,1610612753,ORL,22,68,20,48,0.294,34.8,6.5,14,0.466,1.3,3.5,0.364,2.8,3.6,0.788,1.1,5.3,6.3,1.8,1.7,1,0.5,1,2,2.8,17.1,-4.3,11,0,5,"2,026,991,610,612,750"
202700,Donatas Motiejunas,1610612745,HOU,24,71,48,23,0.676,28.7,5,9.9,0.504,0.7,1.9,0.368,1.4,2.3,0.602,1.9,4,5.9,1.8,1.7,0.8,0.5,0.6,2.9,3.2,12,1.4,7,0,5,"2,027,001,610,612,740"
202702,Kenneth Faried,1610612743,DEN,25,75,30,45,0.4,27.8,5,9.8,0.507,0,0.1,0.125,2.7,3.8,0.691,3.2,5.7,8.9,1.2,1.6,0.8,0.8,0.9,2.8,3.9,12.6,-0.5,26,0,5,"2,027,021,610,612,740"
202703,Nikola Mirotic,1610612741,CHI,24,82,50,32,0.61,20.2,3.1,7.6,0.405,1.2,3.8,0.316,2.8,3.5,0.803,0.8,4.2,4.9,1.2,1.1,0.7,0.7,0.4,2.1,2.7,10.2,2.1,8,0,5,"2,027,031,610,612,740"
202704,Reggie Jackson,1610612765,DET,25,77,37,40,0.481,29.5,5.6,12.9,0.434,0.9,3.1,0.299,2.4,2.8,0.83,0.7,3.5,4.2,6,2.4,0.8,0.1,0.9,2.2,2.7,14.5,1.5,15,2,5,"2,027,041,610,612,760"
202706,Jordan Hamilton,1610612746,LAC,24,14,10,4,0.714,8.7,1,2.5,0.4,0.7,1.5,0.476,0,0,0,0.1,1,1.1,0.5,0.3,0.1,0,0.1,1,0,2.7,-2.1,0,0,5,"2,027,061,610,612,740"
202708,Norris Cole,1610612740,NOP,26,75,37,38,0.493,24.4,3.1,7.4,0.412,0.7,2.3,0.313,0.8,1.1,0.716,0.2,1.9,2.1,3.4,1.3,0.8,0.2,0.4,1.7,1.2,7.6,-2.4,0,0,5,"2,027,081,610,612,740"
202709,Cory Joseph,1610612759,SAS,23,79,53,26,0.671,18.3,2.6,5.2,0.504,0.2,0.6,0.364,1.3,1.8,0.734,0.6,1.9,2.4,2.4,0.8,0.6,0.2,0.4,1.3,1.8,6.8,2.2,0,0,5,"2,027,091,610,612,750"
202710,Jimmy Butler,1610612741,CHI,25,65,40,25,0.615,38.7,6.5,14,0.462,1.1,3,0.378,5.9,7.1,0.834,1.8,4.1,5.8,3.3,1.4,1.8,0.6,0.9,1.7,5.2,20,3.7,4,0,5,"2,027,101,610,612,740"
202711,Bojan Bogdanovic,1610612751,BKN,26,78,36,42,0.462,23.8,3.3,7.4,0.453,1.2,3.3,0.355,1.1,1.4,0.821,0.6,2.1,2.7,0.9,1,0.4,0.1,0.5,1.3,1.2,9,-2.3,0,0,5,"2,027,111,610,612,750"
202713,Kyle Singler,1610612760,OKC,27,80,36,44,0.45,21.8,2.2,5.6,0.386,1.2,3,0.398,0.5,0.7,0.769,0.4,2,2.4,1.1,0.7,0.6,0.3,0.3,1.9,0.8,6,-1.1,0,0,5,"2,027,131,610,612,760"
202714,Shelvin Mack,1610612737,ATL,25,55,37,18,0.673,15.1,2.1,5.3,0.401,0.7,2.3,0.315,0.5,0.6,0.806,0.1,1.3,1.4,2.8,0.9,0.5,0,0.3,0.6,0.7,5.4,0.8,1,0,5,"2,027,141,610,612,730"
202718,Chandler Parsons,1610612742,DAL,26,66,41,25,0.621,33.1,5.8,12.6,0.462,2,5.3,0.38,2.1,2.9,0.72,1,3.9,4.9,2.4,1.5,1,0.3,0.6,2.1,2.8,15.7,3.1,3,0,5,"2,027,181,610,612,740"
202720,Jon Leuer,1610612763,MEM,26,63,45,18,0.714,13.1,1.9,4.3,0.443,0.1,0.5,0.241,0.6,0.9,0.627,0.8,2.5,3.3,0.7,0.6,0.3,0.1,0.2,1.4,0.8,4.5,-0.5,1,0,5,"2,027,201,610,612,760"
202721,Darius Morris,1610612751,BKN,24,38,14,24,0.368,7.9,0.9,2.8,0.34,0.2,0.9,0.212,0.1,0.2,0.444,0.2,0.5,0.7,1.3,0.6,0.2,0,0.1,0.5,0.4,2.2,-1.7,0,0,5,"2,027,211,610,612,750"
202723,Malcolm Lee,1610612755,PHI,25,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,"2,027,231,610,612,750"
202730,Lavoy Allen,1610612754,IND,26,63,29,34,0.46,17,2.2,4.7,0.472,0,0,0,0.5,0.7,0.702,2,3.2,5.1,1.2,0.6,0.2,0.7,0.2,1.6,0.8,5,1.4,4,0,5,"2,027,301,610,612,750"
202734,E'Twaun Moore,1610612741,CHI,26,56,36,20,0.643,9,1.1,2.5,0.446,0.2,0.7,0.342,0.2,0.4,0.6,0.2,0.6,0.8,0.6,0.3,0.4,0.1,0.2,0.8,0.4,2.7,-0.5,0,0,5,"2,027,341,610,612,740"
202738,Isaiah Thomas,1610612738,BOS,26,67,40,27,0.597,25.8,5,11.9,0.421,1.9,5.2,0.373,4.5,5.2,0.868,0.5,1.8,2.3,4.2,2.1,0.9,0.1,0.8,2.2,4.1,16.4,2.6,0,0,5,"2,027,381,610,612,730"
202779,Dwight Buycks,1610612747,LAL,26,6,1,5,0.167,20.5,3,6.7,0.45,1.2,1.8,0.636,1.5,1.7,0.9,0.3,1.7,2,2.3,2,0.5,0,0.8,0.5,1.7,8.7,-4,0,0,5,"2,027,791,610,612,740"
202952,Malcolm Thomas,1610612755,PHI,26,17,2,15,0.118,11.4,1.1,2.4,0.45,0,0.4,0,0.5,0.8,0.692,0.9,2.4,3.3,0.4,0.8,0.2,0.1,0.3,1,0.7,2.6,-6.4,0,0,5,"2,029,521,610,612,750"
202962,Greg Smith,1610612742,DAL,24,42,27,15,0.643,8.6,0.7,1.2,0.612,0,0,0,0.5,0.9,0.513,0.6,1.3,1.9,0.2,0.3,0.2,0.3,0.2,1.3,0.6,1.9,-0.6,0,0,5,"2,029,621,610,612,740"
203076,Anthony Davis,1610612740,NOP,22,68,39,29,0.574,36.1,9.4,17.6,0.535,0,0.2,0.083,5.5,6.8,0.805,2.5,7.7,10.2,2.2,1.4,1.5,2.9,0.8,2.1,5.5,24.4,3.9,42,0,5,"2,030,761,610,612,740"
203077,Michael Kidd-Gilchrist,1610612766,CHA,21,55,27,28,0.491,28.9,4.1,8.8,0.465,0,0,0,2.7,3.9,0.701,2,5.6,7.6,1.4,1.1,0.5,0.7,1.1,2.1,3.1,10.9,1.3,12,0,5,"2,030,771,610,612,760"
203078,Bradley Beal,1610612764,WAS,22,63,37,26,0.587,33.5,5.8,13.5,0.427,1.7,4.1,0.409,2.1,2.6,0.783,0.9,2.9,3.8,3.1,2,1.2,0.3,0.8,2.2,2.3,15.3,3.1,2,0,5,"2,030,781,610,612,760"
203079,Dion Waiters,1610612760,OKC,23,80,46,34,0.575,27.6,4.7,11.8,0.396,0.9,3.1,0.297,1.5,2.2,0.68,0.5,1.9,2.4,2,1.4,1.1,0.3,0.7,1.9,1.8,11.8,0.7,1,0,5,"2,030,791,610,612,760"
203080,Thomas Robinson,1610612755,PHI,24,54,26,28,0.481,14.8,2.3,4.8,0.485,0,0,0,1,2,0.528,1.8,3.9,5.6,0.6,1.1,0.6,0.4,0.5,1.9,1.6,5.7,0.2,4,0,5,"2,030,801,610,612,750"
203081,Damian Lillard,1610612757,POR,24,82,51,31,0.622,35.7,7.2,16.6,0.434,2.4,7,0.343,4.2,4.9,0.864,0.6,4,4.6,6.2,2.7,1.2,0.3,0.8,2,4.4,21,3.7,6,0,5,"2,030,811,610,612,750"
203082,Terrence Ross,1610612761,TOR,24,82,49,33,0.598,25.5,3.8,9.2,0.41,1.8,4.8,0.372,0.5,0.7,0.786,0.4,2.4,2.8,1,0.8,0.6,0.3,0.4,1.7,0.6,9.8,0.5,0,0,5,"2,030,821,610,612,760"
203083,Andre Drummond,1610612765,DET,21,82,32,50,0.39,30.5,6,11.7,0.514,0,0,0,1.7,4.5,0.389,5.3,8.1,13.5,0.7,1.5,0.9,1.9,0.7,3.5,3.3,13.8,-0.7,48,0,5,"2,030,831,610,612,760"
203084,Harrison Barnes,1610612744,GSW,23,82,67,15,0.817,28.3,3.9,8,0.482,1.1,2.6,0.405,1.3,1.8,0.72,1.4,4.1,5.5,1.4,0.9,0.7,0.2,0.4,1.8,1.4,10.1,6.5,6,0,5,"2,030,841,610,612,740"
203085,Austin Rivers,1610612746,LAC,22,76,46,30,0.605,20.6,2.7,6.5,0.409,0.5,1.7,0.298,1.1,1.7,0.675,0.4,1.6,2,2,0.9,0.6,0.2,0.3,1.9,1.4,7,-1.7,0,0,5,"2,030,851,610,612,740"
203086,Meyers Leonard,1610612757,POR,23,55,32,23,0.582,15.4,2.3,4.5,0.51,0.9,2,0.42,0.5,0.6,0.938,0.8,3.7,4.5,0.6,0.7,0.2,0.3,0.1,2.1,1,5.9,0.3,3,0,5,"2,030,861,610,612,750"
203087,Jeremy Lamb,1610612760,OKC,23,47,27,20,0.574,13.5,2.2,5.3,0.416,0.8,2.4,0.342,1,1.2,0.891,0.2,2.1,2.3,0.9,0.6,0.4,0.1,0.1,1.1,0.9,6.3,-1.6,1,0,5,"2,030,871,610,612,760"
203088,Kendall Marshall,1610612749,MIL,23,28,13,15,0.464,14.9,1.6,3.6,0.455,0.6,1.6,0.391,0.3,0.3,0.889,0.1,0.9,1,3.1,1.3,0.8,0,0.2,0.9,0.8,4.2,1.9,0,0,5,"2,030,881,610,612,740"
203089,John Henson,1610612749,MIL,24,67,35,32,0.522,18.3,2.9,5.2,0.566,0,0,0,1.2,2,0.569,1.9,2.8,4.7,0.9,1.3,0.4,2,0.3,2.3,1.7,7,-1.1,2,0,5,"2,030,891,610,612,740"
203090,Maurice Harkless,1610612753,ORL,22,45,9,36,0.2,15,1.4,3.5,0.399,0.2,1.2,0.179,0.5,0.9,0.537,0.8,1.5,2.4,0.6,0.6,0.7,0.2,0.2,1.5,0.8,3.5,-2,0,0,5,"2,030,901,610,612,750"
